cab-cap-w,"East West Furniture CAB-CAP-W Capri Kitchen Bench with Wood Seat, 51x15x18 Inch, Cappuccino"
anab5-mah-72,"East West Furniture ANAB5-MAH-72 5 Piece Dining Table Set Includes a Round Dining Room Table with Pedestal and 4 Firebrick Red Faux Leather Parsons Chairs, 36x36 Inch, Mahogany"
anab5-oak-04,"East West Furniture ANAB5-OAK-04 5 Piece Dining Table Set for 4 Includes a Round Kitchen Table with Pedestal and 4 Light Tan Linen Fabric Parson Dining Chairs, 36x36 Inch, Oak"
anab5-oak-55,"East West Furniture ANAB5-OAK-55 5 Piece Dining Room Table Set Includes a Round Kitchen Table with Pedestal and 4 Oasis Blue Faux Leather Upholstered Parson Chairs, 36x36 Inch, Oak"
anad3-lwh-lc,"East West Furniture ANAD3-LWH-LC 3 Piece Kitchen Table & Chairs Set Contains a Round Dining Room Table with Pedestal and 2 Faux Leather Upholstered Dining Chairs, 36x36 Inch, Linen White"
anad5-lwh-lc,"East West Furniture ANAD5-LWH-LC 5 Piece Dining Set Includes a Round Kitchen Table with Pedestal and 4 Faux Leather Dining Room Chairs, 36x36 Inch, Linen White"
anav3-blk-lc,"East West Furniture ANAV3-BLK-LC 3 Piece Dining Room Furniture Set Contains a Round Kitchen Table with Pedestal and 2 Faux Leather Upholstered Dining Chairs, 36x36 Inch, Black & Cherry"
anav3-blk-w,"East West Furniture ANAV3-BLK-W 3 Piece Kitchen Table Set for Small Spaces Contains a Round Dining Table with Pedestal and 2 Dining Room Chairs, 36x36 Inch, Black & Cherry"
anav3-lwh-w,"East West Furniture ANAV3-LWH-W 3 Piece Dining Table Set for Small Spaces Contains a Round Kitchen Table with Pedestal and 2 Kitchen Dining Chairs, 36x36 Inch, Linen White"
anav3-oak-c,"East West Furniture ANAV3-OAK-C 3 Piece Dining Room Table Set  Contains a Round Wooden Table with Pedestal and 2 Linen Fabric Kitchen Dining Chairs, 36x36 Inch, Oak"
anav3-oak-w,"East West Furniture ANAV3-OAK-W 3 Piece Modern Dining Table Set Contains a Round Kitchen Table with Pedestal and 2 Dining Chairs, 36x36 Inch, Oak"
anav3-whi-w,"East West Furniture ANAV3-WHI-W 3 Piece Dinette Set for Small Spaces Contains a Round Dining Room Table with Pedestal and 2 Kitchen Dining Chairs, 36x36 Inch, Buttermilk & Cherry"
anav5-blk-lc,"East West Furniture ANAV5-BLK-LC 5 Piece Dinette Set for 4 Includes a Round Kitchen Table with Pedestal and 4 Faux Leather Dining Room Chairs, 36x36 Inch, Black & Cherry"
anav5-blk-w,"East West Furniture ANAV5-BLK-W 5 Piece Kitchen Table Set for 4 Includes a Round Dining Room Table with Pedestal and 4 Dining Chairs, 36x36 Inch, Black & Cherry"
anav5-lwh-w,"East West Furniture ANAV5-LWH-W 5 Piece Dining Room Table Set Includes a Round Kitchen Table with Pedestal and 4 Dining Chairs, 36x36 Inch, Linen White"
anav5-whi-w,"East West Furniture ANAV5-WHI-W 5 Piece Dining Room Furniture Set Includes a Round Kitchen Table with Pedestal and 4 Dining Chairs, 36x36 Inch, Buttermilk & Cherry"
anba3-cap-21,"East West Furniture ANBA3-CAP-21 3 Piece Dining Set Contains a Round Kitchen Table with Pedestal and 2 Blue Color Linen Fabric Upholstered Parson Chairs, 36x36 Inch, Cappuccino"
anba3-lwh-01,"East West Furniture ANBA3-LWH-01 3 Piece Dinette Set for Small Spaces Contains a Round Kitchen Table with Pedestal and 2 Cream Linen Fabric Parson Dining Chairs, 36x36 Inch, Linen White"
anba3-mah-18,"East West Furniture ANBA3-MAH-18 3 Piece Dinette Set for Small Spaces Contains a Round Kitchen Table with Pedestal and 2 Brown Linen Linen Fabric Parsons Chairs, 36x36 Inch, Mahogany"
anba3-oak-02,"East West Furniture ANBA3-OAK-02 3 Piece Kitchen Table & Chairs Set Contains a Round Dining Room Table with Pedestal and 2 Light Beige Linen Fabric Parson Chairs, 36x36 Inch, Oak"
anba5-cap-21,"East West Furniture ANBA5-CAP-21 5 Piece Dining Table Set for 4 Includes a Round Kitchen Table with Pedestal and 4 Blue Color Linen Fabric Parson Dining Chairs, 36x36 Inch, Cappuccino"
anba5-lwh-01,"East West Furniture ANBA5-LWH-01 5 Piece Modern Dining Table Set Includes a Round Kitchen Table with Pedestal and 4 Cream Linen Fabric Parsons Dining Chairs, 36x36 Inch, Linen White"
anba5-mah-18,"East West Furniture ANBA5-MAH-18 5 Piece Dining Table Set for 4 Includes a Round Kitchen Table with Pedestal and 4 Brown Linen Linen Fabric Parson Dining Chairs, 36x36 Inch, Mahogany"
anba5-oak-02,"East West Furniture ANBA5-OAK-02 5 Piece Dining Table Set for 4 Includes a Round Kitchen Table with Pedestal and 4 Light Beige Linen Fabric Parson Dining Chairs, 36x36 Inch, Oak"
anbo3-cap-c,"East West Furniture ANBO3-CAP-C 3 Piece Kitchen Table Set for Small Spaces Contains a Round Dining Table with Pedestal and 2 Linen Fabric Dining Room Chairs, 36x36 Inch, Cappuccino"
anbo3-cap-lc,"East West Furniture ANBO3-CAP-LC 3 Piece Dining Table Set for Small Spaces Contains a Round Kitchen Table with Pedestal and 2 Faux Leather Dining Room Chairs, 36x36 Inch, Cappuccino"
anbo3-cap-w,"East West Furniture ANBO3-CAP-W 3 Piece Dining Room Furniture Set Contains a Round Dining Table with Pedestal and 2 Wood Seat Chairs, 36x36 Inch, Cappuccino"
anbo3-lwh-lc,"East West Furniture ANBO3-LWH-LC 3 Piece Modern Dining Table Set Contains a Round Kitchen Table with Pedestal and 2 Faux Leather Kitchen Dining Chairs, 36x36 Inch, Linen White"
anbo3-lwh-w,"East West Furniture ANBO3-LWH-W 3 Piece Kitchen Table & Chairs Set Contains a Round Dining Room Table with Pedestal and 2 Solid Wood Seat Chairs, 36x36 Inch, Linen White"
anbo3-mah-w,"East West Furniture ANBO3-MAH-W 3 Piece Dining Set Contains a Round Kitchen Table with Pedestal and 2 Dining Chairs, 36x36 Inch, Mahogany"
anbo3-oak-w,"East West Furniture ANBO3-OAK-W 3 Piece Modern Dining Table Set Contains a Round Kitchen Table with Pedestal and 2 Kitchen Dining Chairs, 36x36 Inch, Oak"
anbo5-cap-c,"East West Furniture ANBO5-CAP-C 5 Piece Kitchen Table Set for 4 Includes a Round Dining Room Table with Pedestal and 4 Linen Fabric Upholstered Dining Chairs, 36x36 Inch, Cappuccino"
anbo5-cap-lc,"East West Furniture ANBO5-CAP-LC 5 Piece Kitchen Table Set for 4 Includes a Round Dining Table with Pedestal and 4 Faux Leather Dining Room Chairs, 36x36 Inch, Cappuccino"
anbo5-cap-w,"East West Furniture ANBO5-CAP-W 5 Piece Kitchen Table Set for 4 Includes a Round Dining Room Table with Pedestal and 4 Solid Wood Seat Chairs, 36x36 Inch, Cappuccino"
anbo5-lwh-lc,"East West Furniture ANBO5-LWH-LC 5 Piece Kitchen Table Set for 4 Includes a Round Dining Table with Pedestal and 4 Faux Leather Dining Room Chairs, 36x36 Inch, Linen White"
anbo5-lwh-w,"East West Furniture ANBO5-LWH-W 5 Piece Dinette Set for 4 Includes a Round Kitchen Table with Pedestal and 4 Dining Chairs, 36x36 Inch, Linen White"
anbo5-mah-w,"East West Furniture ANBO5-MAH-W 5 Piece Dinette Set for 4 Includes a Round Kitchen Table with Pedestal and 4 Dining Room Chairs, 36x36 Inch, Mahogany"
anbo5-oak-w,"East West Furniture ANBO5-OAK-W 5 Piece Modern Dining Table Set Includes a Round Kitchen Table with Pedestal and 4 Dining Chairs, 36x36 Inch, Oak"
anbr3-lwh-02,"East West Furniture ANBR3-LWH-02 3 Piece Dining Table Set Contains a Round Dining Room Table with Pedestal and 2 Light Beige Linen Fabric Upholstered Chairs, 36x36 Inch, Linen White"
anbr3-oak-18,"East West Furniture ANBR3-OAK-18 3 Piece Dining Room Table Set  Contains a Round Kitchen Table with Pedestal and 2 Brown Linen Linen Fabric Parsons Dining Chairs, 36x36 Inch, Oak"
anbr5-lwh-02,"East West Furniture ANBR5-LWH-02 5 Piece Dining Room Table Set Includes a Round Kitchen Table with Pedestal and 4 Light Beige Linen Fabric Parsons Dining Chairs, 36x36 Inch, Linen White"
anbr5-oak-18,"East West Furniture ANBR5-OAK-18 5 Piece Kitchen Table Set for 4 Includes a Round Dining Room Table with Pedestal and 4 Brown Linen Linen Fabric Upholstered Chairs, 36x36 Inch, Oak"
anca3-cap-c,"East West Furniture ANCA3-CAP-C 3 Piece Kitchen Table Set for Small Spaces Contains a Round Dining Table with Pedestal and 2 Linen Fabric Dining Room Chairs, 36x36 Inch, Cappuccino"
anca3-cap-lc,"East West Furniture ANCA3-CAP-LC 3 Piece Dining Room Table Set  Contains a Round Wooden Table with Pedestal and 2 Faux Leather Kitchen Dining Chairs, 36x36 Inch, Cappuccino"
anca3-cap-w,"East West Furniture ANCA3-CAP-W 3 Piece Dining Table Set for Small Spaces Contains a Round Kitchen Table with Pedestal and 2 Dining Room Chairs, 36x36 Inch, Cappuccino"
anca3-mah-lc,"East West Furniture ANCA3-MAH-LC 3 Piece Kitchen Table Set for Small Spaces Contains a Round Dining Room Table with Pedestal and 2 Faux Leather Upholstered Chairs, 36x36 Inch, Mahogany"
anca3-mah-w,"East West Furniture ANCA3-MAH-W 3 Piece Dining Table Set for Small Spaces Contains a Round Kitchen Table with Pedestal and 2 Dining Room Chairs, 36x36 Inch, Mahogany"
anca5-cap-c,"East West Furniture ANCA5-CAP-C 5 Piece Kitchen Table Set for 4 Includes a Round Dining Room Table with Pedestal and 4 Linen Fabric Upholstered Dining Chairs, 36x36 Inch, Cappuccino"
anca5-cap-lc,"East West Furniture ANCA5-CAP-LC 5 Piece Dinette Set for 4 Includes a Round Kitchen Table with Pedestal and 4 Faux Leather Upholstered Dining Chairs, 36x36 Inch, Cappuccino"
anca5-cap-w,"East West Furniture ANCA5-CAP-W 5 Piece Dining Set Includes a Round Dining Room Table with Pedestal and 4 Wood Seat Chairs, 36x36 Inch, Cappuccino"
anca5-mah-lc,"East West Furniture ANCA5-MAH-LC 5 Piece Dining Table Set for 4 Includes a Round Kitchen Table with Pedestal and 4 Faux Leather Dining Room Chairs, 36x36 Inch, Mahogany"
anca5-mah-w,"East West Furniture ANCA5-MAH-W 5 Piece Dining Room Table Set Includes a Round Kitchen Table with Pedestal and 4 Dining Chairs, 36x36 Inch, Mahogany"
anc-blk-c,"East West Furniture ANC-BLK-C Antique Dining Chairs - Linen Fabric Upholstered Wood Chairs, Set of 2, Black"
anc-blk-w,"East West Furniture ANC-BLK-W Antique Kitchen Dining Chairs - Slat Back Wooden Seat Chairs, Set of 2, Black & Cherry"
anc-cap-c,"East West Furniture ANC-CAP-C Antique Kitchen Dining Chairs - Linen Fabric Upholstered Wood Chairs, Set of 2, Cappuccino"
anc-cap-w,"East West Furniture ANC-CAP-W Antique Dining Room Chairs - Slat Back Wooden Seat Chairs, Set of 2, Cappuccino"
ance3-lwh-15,"East West Furniture ANCE3-LWH-15 3 Piece Modern Dining Table Set Contains a Round Kitchen Table with Pedestal and 2 Baby Blue Linen Fabric Parsons Dining Chairs, 36x36 Inch, Linen White"
ance3-oak-07,"East West Furniture ANCE3-OAK-07 3 Piece Dining Set Contains a Round Kitchen Table with Pedestal and 2 Limelight Linen Fabric Upholstered Parson Chairs, 36x36 Inch, Oak"
ance5-lwh-15,"East West Furniture ANCE5-LWH-15 5 Piece Dinette Set for 4 Includes a Round Kitchen Table with Pedestal and 4 Baby Blue Linen Fabric Upholstered Parson Chairs, 36x36 Inch, Linen White"
ance5-oak-07,"East West Furniture ANCE5-OAK-07 5 Piece Dining Set Includes a Round Kitchen Table with Pedestal and 4 Limelight Linen Fabric Upholstered Parson Chairs, 36x36 Inch, Oak"
ancl3-bmk-w,"East West Furniture ANCL3-BMK-W 3 Piece  Dining Table Set for Small Spaces Contains a Round Kitchen Table with Pedestal and 2 Dining Chairs, 36x36 Inch, Buttermilk & Cherry"
ancl3-lwh-c,"East West Furniture ANCL3-LWH-C 3 Piece  Dining Table Set for Small Spaces Contains a Round Kitchen Table with Pedestal and 2 Linen Fabric Dining Room Chairs, 36x36 Inch, Linen White"
ancl3-lwh-w,"East West Furniture ANCL3-LWH-W 3 Piece  Kitchen Table Set for Small Spaces Contains a Round Dining Room Table with Pedestal and 2 Solid Wood Seat Chairs, 36x36 Inch, Linen White"
ancl3-mah-w,"East West Furniture ANCL3-MAH-W 3 Piece  Dinette Set for Small Spaces Contains a Round Dining Room Table with Pedestal and 2 Kitchen Dining Chairs, 36x36 Inch, Mahogany"
ancl5-bmk-w,"East West Furniture ANCL5-BMK-W 5 Piece  Dining Table Set for 4 Includes a Round Kitchen Table with Pedestal and 4 Dining Room Chairs, 36x36 Inch, Buttermilk & Cherry"
ancl5-lwh-c,"East West Furniture ANCL5-LWH-C 5 Piece  Dining Room Table Set Includes a Round Wooden Table with Pedestal and 4 Linen Fabric Kitchen Dining Chairs, 36x36 Inch, Linen White"
ancl5-lwh-w,"East West Furniture ANCL5-LWH-W 5 Piece  Dining Table Set for 4 Includes a Round Kitchen Table with Pedestal and 4 Kitchen Dining Chairs, 36x36 Inch, Linen White"
ancl5-mah-w,"East West Furniture ANCL5-MAH-W 5 Piece Dining Table Set for 4 Includes a Round Kitchen Table with Pedestal and 4 Kitchen Dining Chairs, 36x36 Inch, Mahogany"
anc-oak-c,"East West Furniture ANC-OAK-C Antique Dining Chairs - Linen Fabric Upholstered Wooden Chairs, Set of 2, Oak"
anc-oak-w,"East West Furniture ANC-OAK-W Antique Dining Room Chairs - Slat Back Wooden Seat Chairs, Set of 2, Oak"
anc-whi-w,"East West Furniture ANC-WHI-W Antique Dining Room Chairs - Slat Back Solid Wood Seat Chairs, Set of 2, Buttermilk & Cherry"
anda3-bch-w,"East West Furniture ANDA3-BCH-W 3 Piece Dining Table Set for Small Spaces Contains a Round Kitchen Table with Pedestal and 2 Kitchen Dining Chairs, 36x36 Inch, Black & Cherry"
anda3-bmk-w,"East West Furniture ANDA3-BMK-W 3 Piece Kitchen Table Set for Small Spaces Contains a Round Dining Table with Pedestal and 2 Dining Room Chairs, 36x36 Inch, Buttermilk & Cherry"
anda3-lwh-c,"East West Furniture ANDA3-LWH-C 3 Piece Kitchen Table & Chairs Set Contains a Round Dining Room Table with Pedestal and 2 Linen Fabric Upholstered Dining Chairs, 36x36 Inch, Linen White"
anda3-lwh-w,"East West Furniture ANDA3-LWH-W 3 Piece Dining Set Contains a Round Kitchen Table with Pedestal and 2 Dining Room Chairs, 36x36 Inch, Linen White"
anda3-mah-w,"East West Furniture ANDA3-MAH-W 3 Piece Kitchen Table & Chairs Set Contains a Round Dining Room Table with Pedestal and 2 Dining Room Chairs, 36x36 Inch, Mahogany"
anda5-bch-w,"East West Furniture ANDA5-BCH-W 5 Piece Dining Room Table Set Includes a Round Wooden Table with Pedestal and 4 Kitchen Dining Chairs, 36x36 Inch, Black & Cherry"
anda5-bmk-w,"East West Furniture ANDA5-BMK-W 5 Piece Dining Set Includes a Round Kitchen Table with Pedestal and 4 Dining Chairs, 36x36 Inch, Buttermilk & Cherry"
anda5-lwh-c,"East West Furniture ANDA5-LWH-C 5 Piece Modern Dining Table Set Includes a Round Kitchen Table with Pedestal and 4 Linen Fabric Kitchen Dining Chairs, 36x36 Inch, Linen White"
anda5-lwh-w,"East West Furniture ANDA5-LWH-W 5 Piece Dining Set Includes a Round Kitchen Table with Pedestal and 4 Dining Room Chairs, 36x36 Inch, Linen White"
anda5-mah-w,"East West Furniture ANDA5-MAH-W 5 Piece Dining Table Set for 4 Includes a Round Kitchen Table with Pedestal and 4 Dining Room Chairs, 36x36 Inch, Mahogany"
ando3-bch-w,"East West Furniture ANDO3-BCH-W 3 Piece Dining Room Table Set  Contains a Round Wooden Table with Pedestal and 2 Kitchen Dining Chairs, 36x36 Inch, Black & Cherry"
ando3-lwh-w,"East West Furniture ANDO3-LWH-W 3 Piece Dinette Set for Small Spaces Contains a Round Kitchen Table with Pedestal and 2 Dining Chairs, 36x36 Inch, Linen White"
ando3-mah-w,"East West Furniture ANDO3-MAH-W 3 Piece Dining Set Contains a Round Dining Room Table with Pedestal and 2 Wood Seat Chairs, 36x36 Inch, Mahogany"
ando3-whi-w,"East West Furniture ANDO3-WHI-W 3 Piece Kitchen Table & Chairs Set Contains a Round Dining Room Table with Pedestal and 2 Solid Wood Seat Chairs, 36x36 Inch, Buttermilk & Cherry"
ando5-bch-w,"East West Furniture ANDO5-BCH-W 5 Piece Dining Room Table Set Includes a Round Wooden Table with Pedestal and 4 Kitchen Dining Chairs, 36x36 Inch, Black & Cherry"
ando5-lwh-w,"East West Furniture ANDO5-LWH-W 5 Piece Dining Room Furniture Set Includes a Round Kitchen Table with Pedestal and 4 Dining Chairs, 36x36 Inch, Linen White"
ando5-mah-w,"East West Furniture ANDO5-MAH-W 5 Piece Dining Table Set for 4 Includes a Round Kitchen Table with Pedestal and 4 Dinette Chairs, 36x36 Inch, Mahogany"
ando5-whi-w,"East West Furniture ANDO5-WHI-W 5 Piece Dining Room Furniture Set Includes a Round Kitchen Table with Pedestal and 4 Dining Chairs, 36x36 Inch, Buttermilk & Cherry"
andr5-cap-03,"East West Furniture ANDR5-CAP-03 5 Piece Kitchen Table & Chairs Set Includes a Round Dining Room Table with Pedestal and 4 Brown Linen Fabric Parson Dining Chairs, 36x36 Inch, Cappuccino"
andr5-lwh-07,"East West Furniture ANDR5-LWH-07 5 Piece Dinette Set for 4 Includes a Round Kitchen Table with Pedestal and 4 Gray Linen Fabric Parson Dining Room Chairs, 36x36 Inch, Linen White"
andr5-mah-01,"East West Furniture ANDR5-MAH-01 5 Piece Kitchen Table & Chairs Set Includes a Round Dining Room Table with Pedestal and 4 Cream Linen Fabric Parson Dining Chairs, 36x36 Inch, Mahogany"
andr5-oak-16,"East West Furniture ANDR5-OAK-16 5 Piece Dining Set Includes a Round Kitchen Table with Pedestal and 4 Dark Khaki Linen Fabric Upholstered Parson Chairs, 36x36 Inch, Oak"
andu3-mah-lc,"East West Furniture ANDU3-MAH-LC 3 Piece Dining Room Furniture Set Contains a Round Dining Table with Pedestal and 2 Faux Leather Upholstered Chairs, 36x36 Inch, Mahogany"
andu3-mah-w,"East West Furniture ANDU3-MAH-W 3 Piece Dining Set Contains a Round Kitchen Table with Pedestal and 2 Dining Room Chairs, 36x36 Inch, Mahogany"
andu5-mah-lc,"East West Furniture ANDU5-MAH-LC 5 Piece Dining Set Includes a Round Kitchen Table with Pedestal and 4 Faux Leather Dining Room Chairs, 36x36 Inch, Mahogany"
andu5-mah-w,"East West Furniture ANDU5-MAH-W 5 Piece Kitchen Table & Chairs Set Includes a Round Dining Room Table with Pedestal and 4 Dining Chairs, 36x36 Inch, Mahogany"
anel3-ana-05,"East West Furniture ANEL3-ANA-05 3 Piece Kitchen Table & Chairs Set Contains a Round Dining Room Table with Pedestal and 2 Grey Linen Fabric Parsons Dinette Chairs, 36x36 Inch, Natural"
anel3-lwh-07,"East West Furniture ANEL3-LWH-07 3 Piece Modern Dining Table Set Contains a Round Kitchen Table with Pedestal and 2 Gray Linen Fabric Upholstered Parson Chairs, 36x36 Inch, Linen White"
anel5-ana-05,"East West Furniture ANEL5-ANA-05 5 Piece Kitchen Table Set for 4 Includes a Round Dining Room Table with Pedestal and 4 Grey Linen Fabric Upholstered Parson Chairs, 36x36 Inch, Natural"
anel5-lwh-07,"East West Furniture ANEL5-LWH-07 5 Piece Kitchen Table Set for 4 Includes a Round Dining Room Table with Pedestal and 4 Gray Linen Fabric Upholstered Parson Chairs, 36x36 Inch, Linen White"
anen3-lwh-06,"East West Furniture ANEN3-LWH-06 3 Piece Kitchen Table Set Contains a Round Dining Table with Pedestal and 2 Dark Shitake Linen Fabric Parson Dining Room Chairs, 36x36 Inch, Linen White"
anen3-lwh-57,"East West Furniture ANEN3-LWH-57 3 Piece Dinette Set for Small Spaces Contains a Round Kitchen Table with Pedestal and 2 Pond Faux Leather Parson Dining Chairs, 36x36 Inch, Linen White"
anen3-lwh-78,"East West Furniture ANEN3-LWH-78 3 Piece Dining Set Contains a Round Kitchen Table with Pedestal and 2 Pink Flamingo Faux Leather Parson Dining Chairs, 36x36 Inch, Linen White"
anen3-mah-18,"East West Furniture ANEN3-MAH-18 3 Piece Dining Room Furniture Set Contains a Round Kitchen Table with Pedestal and 2 Dark Coffee Linen Fabric Parson Dining Chairs, 36x36 Inch, Mahogany"
anen3-mah-66,"East West Furniture ANEN3-MAH-66 3 Piece Dining Room Furniture Set Contains a Round Dining Table with Pedestal and 2 Brown Faux Faux Leather Upholstered Chairs, 36x36 Inch, Mahogany"
anen3-oak-07,"East West Furniture ANEN3-OAK-07 3 Piece Dining Room Furniture Set Contains a Round Kitchen Table with Pedestal and 2 Limelight Linen Fabric Parson Dining Chairs, 36x36 Inch, Oak"
anen3-oak-51,"East West Furniture ANEN3-OAK-51 3 Piece Modern Dining Table Set Contains a Round Kitchen Table with Pedestal and 2 Autumn Green Faux Leather Upholstered Chairs, 36x36 Inch, Oak"
